odb8_level	odb8_og_id	protein_id	odb8_prot_id	organism	uniprot_description
6854:Arachnida	EOG81C9GZ	CUFF.19928.1_Ste	407821:001bcd	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9GZ	ISCW004724-PA	6945:000f3f	Ixodes scapularis	
6854:Arachnida	EOG81C9H0	tetur11g04470.1	32264:002629	Tetranychus urticae	
6854:Arachnida	EOG81C9H0	1146754.p	34638:001051	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9H0	ISCW023919-PA	6945:004c28	Ixodes scapularis	
6854:Arachnida	EOG81C9H1	tetur04g05460.1	32264:0011c8	Tetranychus urticae	
6854:Arachnida	EOG81C9H1	CUFF.66333.1_Ste	407821:0051ac	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H2	tetur06g00670.1	32264:001728	Tetranychus urticae	
6854:Arachnida	EOG81C9H2	CUFF.38260.1_Ste	407821:001811	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H2	CUFF.64308.1_Ste	407821:0023a8	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H2	ISCW015940-PA	6945:003362	Ixodes scapularis	
6854:Arachnida	EOG81C9H3	tetur07g07850.1	32264:001c4b	Tetranychus urticae	
6854:Arachnida	EOG81C9H3	tetur07g07860.1	32264:001c4c	Tetranychus urticae	
6854:Arachnida	EOG81C9H3	tetur34g00130.1	32264:0041d5	Tetranychus urticae	
6854:Arachnida	EOG81C9H3	tetur34g00140.1	32264:0041d6	Tetranychus urticae	
6854:Arachnida	EOG81C9H3	tetur34g00370.1	32264:0041ed	Tetranychus urticae	
6854:Arachnida	EOG81C9H3	CUFF.23971.1_Ste	407821:00560c	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H3	ISCW004489-PA	6945:000e7d	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	tetur01g02240.1	32264:0000d8	Tetranychus urticae	
6854:Arachnida	EOG81C9H4	tetur01g02260.1	32264:0000da	Tetranychus urticae	
6854:Arachnida	EOG81C9H4	tetur18g03300.1	32264:003259	Tetranychus urticae	
6854:Arachnida	EOG81C9H4	1148280.p	34638:0014f1	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9H4	CUFF.59357.1_Ste	407821:00030c	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	CUFF.68958.1_Ste	407821:000401	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	CUFF.68954.1_Ste	407821:000405	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	CUFF.68955.1_Ste	407821:000406	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	CUFF.68912.1_Ste	407821:00230b	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	CUFF.68913.1_Ste	407821:00230e	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	CUFF.40175.2_Ste	407821:002799	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	CUFF.36415.1_Ste	407821:002c37	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	CUFF.68918.1_Ste	407821:0039e0	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	CUFF.15124.1_Ste	407821:0063c8	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	CUFF.15126.1_Ste	407821:0063c9	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H4	ISCW005088-PA	6945:00106d	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW010066-PA	6945:002085	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW010422-PA	6945:0021b3	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW011013-PA	6945:00239f	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW014652-PA	6945:002f48	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW014779-PA	6945:002fb2	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW015198-PA	6945:003106	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW015204-PA	6945:00310c	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW023618-PA	6945:004b30	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW023619-PA	6945:004b31	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW023620-PA	6945:004b32	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW023621-PA	6945:004b33	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW023622-PA	6945:004b34	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW023623-PA	6945:004b35	Ixodes scapularis	
6854:Arachnida	EOG81C9H4	ISCW024387-PA	6945:004ddc	Ixodes scapularis	
6854:Arachnida	EOG81C9H5	CUFF.70711.1_Ste	407821:001dcf	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H5	CUFF.55800.1_Ste	407821:003b9a	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H5	ISCW008885-PA	6945:001cb1	Ixodes scapularis	
6854:Arachnida	EOG81C9H6	CUFF.43558.1_Ste	407821:001a6c	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H6	ISCW020854-PA	6945:0042b2	Ixodes scapularis	
6854:Arachnida	EOG81C9H7	tetur09g04370.1	32264:002130	Tetranychus urticae	
6854:Arachnida	EOG81C9H7	1149588.p	34638:001bc3	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9H7	CUFF.29751.1_Ste	407821:00094c	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H7	CUFF.59800.1_Ste	407821:002ea6	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H8	1149367.p	34638:001c61	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9H8	ISCW021848-PA	6945:0045bb	Ixodes scapularis	
6854:Arachnida	EOG81C9H9	CUFF.18451.1_Ste	407821:001a9c	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9H9	ISCW023157-PA	6945:0049c4	Ixodes scapularis	
6854:Arachnida	EOG81C9HB	CUFF.28248.1_Ste	407821:006662	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9HB	ISCW018415-PA	6945:003b0c	Ixodes scapularis	
6854:Arachnida	EOG81C9HC	tetur08g06250.1	32264:001ec3	Tetranychus urticae	
6854:Arachnida	EOG81C9HC	CUFF.37148.1_Ste	407821:001ef4	Stegodyphus mimosarum	
6854:Arachnida	EOG81C9HD	1149060.p	34638:000021	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1146351.p	34638:000160	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1143018.p	34638:000224	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1145855.p	34638:000a65	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1155725.p	34638:001294	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1148455.p	34638:001778	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1151466.p	34638:0027b2	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1153618.p	34638:002e87	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1155974.p	34638:003710	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1154737.p	34638:003879	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1155494.p	34638:003d3f	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1156506.p	34638:004100	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1157031.p	34638:004146	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	1157685.p	34638:0045ee	Metaseiulus occidentalis	
6854:Arachnida	EOG81C9HD	ISCW012362-PA	6945:0027fc	Ixodes scapularis	
6854:Arachnida	EOG81C9HD	ISCW013618-PA	6945:002c00	Ixodes scapularis	
6854:Arachnida	EOG81G5Q7	tetur04g06910.1	32264:001252	Tetranychus urticae	
6854:Arachnida	EOG81G5Q7	1145631.p	34638:000b4d	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5Q7	CUFF.22512.1_Ste	407821:0028b2	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5Q7	ISCW006929-PA	6945:001657	Ixodes scapularis	
6854:Arachnida	EOG81G5Q8	tetur28g02540.1	32264:003dbb	Tetranychus urticae	Histidine ammonia-lyase (4.3.1.3)
6854:Arachnida	EOG81G5Q8	1146096.p	34638:000d63	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5Q8	CUFF.29631.1_Ste	407821:002994	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5Q8	ISCW012913-PA	6945:0029ba	Ixodes scapularis	Histidine ammonia-lyase (4.3.1.3)
6854:Arachnida	EOG81G5Q9	tetur24g01780.1	32264:003954	Tetranychus urticae	
6854:Arachnida	EOG81G5Q9	1029033.p	34638:00169c	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5Q9	CUFF.65447.1_Ste	407821:0050d3	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5Q9	ISCW015446-PA	6945:0031d5	Ixodes scapularis	
6854:Arachnida	EOG81G5QB	tetur21g02310.1	32264:00361e	Tetranychus urticae	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B
6854:Arachnida	EOG81G5QB	741283.p	34638:00445d	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QB	CUFF.47685.1_Ste	407821:005128	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QB	ISCW008442-PA	6945:001b48	Ixodes scapularis	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B
6854:Arachnida	EOG81G5QC	tetur07g06800.1	32264:001be5	Tetranychus urticae	
6854:Arachnida	EOG81G5QC	1144587.p	34638:0006cf	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QC	CUFF.49568.1_Ste	407821:0054b2	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QC	CUFF.49560.1_Ste	407821:0054b4	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QC	ISCW019625-PA	6945:003ee3	Ixodes scapularis	
6854:Arachnida	EOG81G5QD	tetur28g01910.1	32264:003d7e	Tetranychus urticae	
6854:Arachnida	EOG81G5QD	1150580.p	34638:0022a2	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QD	CUFF.82067.1_Ste	407821:002835	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QD	ISCW011433-PA	6945:0024fc	Ixodes scapularis	
6854:Arachnida	EOG81G5QF	tetur05g04990.1	32264:00153a	Tetranychus urticae	
6854:Arachnida	EOG81G5QF	727976.p	34638:002adc	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QF	CUFF.5147.1_Ste	407821:001340	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QF	CUFF.58080.1_Ste	407821:006853	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QF	ISCW012387-PA	6945:002810	Ixodes scapularis	
6854:Arachnida	EOG81G5QG	tetur22g01510.1	32264:003717	Tetranychus urticae	
6854:Arachnida	EOG81G5QG	tetur22g01520.1	32264:003718	Tetranychus urticae	
6854:Arachnida	EOG81G5QG	1046037.p	34638:0010c5	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QG	CUFF.12708.1_Ste	407821:0045f5	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QG	ISCW023151-PA	6945:0049be	Ixodes scapularis	
6854:Arachnida	EOG81G5QH	tetur31g01980.1	32264:004032	Tetranychus urticae	
6854:Arachnida	EOG81G5QH	tetur33g01550.1	32264:0041b4	Tetranychus urticae	
6854:Arachnida	EOG81G5QH	1147625.p	34638:001358	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QH	CUFF.70632.1_Ste	407821:003e38	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QH	ISCW005543-PA	6945:0011e0	Ixodes scapularis	
6854:Arachnida	EOG81G5QJ	tetur25g01930.1	32264:003a78	Tetranychus urticae	
6854:Arachnida	EOG81G5QJ	tetur25g01970.1	32264:003a7c	Tetranychus urticae	
6854:Arachnida	EOG81G5QJ	1154453.p	34638:003a68	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QJ	CUFF.59210.1_Ste	407821:0033c5	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QJ	ISCW022274-PA	6945:004716	Ixodes scapularis	
6854:Arachnida	EOG81G5QK	tetur27g00060.1	32264:003bc6	Tetranychus urticae	
6854:Arachnida	EOG81G5QK	972893.p	34638:00303e	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QK	CUFF.1526.1_Ste	407821:005565	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QK	ISCW021603-PA	6945:0044f6	Ixodes scapularis	
6854:Arachnida	EOG81G5QM	tetur10g03000.1	32264:002359	Tetranychus urticae	
6854:Arachnida	EOG81G5QM	1149093.p	34638:000042	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QM	CUFF.83171.1_Ste	407821:000025	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QM	ISCW014083-PA	6945:002d79	Ixodes scapularis	
6854:Arachnida	EOG81G5QN	tetur20g02200.1	32264:0034cc	Tetranychus urticae	
6854:Arachnida	EOG81G5QN	tetur20g02250.1	32264:0034d1	Tetranychus urticae	
6854:Arachnida	EOG81G5QN	tetur20g03410.1	32264:003535	Tetranychus urticae	
6854:Arachnida	EOG81G5QN	1004540.p	34638:00179c	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QN	CUFF.16724.1_Ste	407821:004c33	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QP	tetur08g03220.1	32264:001d97	Tetranychus urticae	
6854:Arachnida	EOG81G5QP	806729.p	34638:003947	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QP	CUFF.67440.1_Ste	407821:00127e	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QP	ISCW012592-PA	6945:0028ae	Ixodes scapularis	
6854:Arachnida	EOG81G5QQ	1153874.p	34638:003470	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QQ	CUFF.55608.3_Ste	407821:003e2e	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QQ	ISCW003208-PA	6945:000a55	Ixodes scapularis	
6854:Arachnida	EOG81G5QR	tetur01g09540.1	32264:000392	Tetranychus urticae	
6854:Arachnida	EOG81G5QR	CUFF.24617.1_Ste	407821:00133a	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QR	ISCW013190-PA	6945:002a96	Ixodes scapularis	
6854:Arachnida	EOG81G5QS	tetur07g04590.1	32264:001b10	Tetranychus urticae	Mitochondrial GTPase 1
6854:Arachnida	EOG81G5QS	614800.p	34638:004762	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QS	CUFF.56677.1_Ste	407821:001344	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QS	ISCW009275-PA	6945:001df7	Ixodes scapularis	
6854:Arachnida	EOG81G5QT	tetur01g14350.1	32264:000565	Tetranychus urticae	
6854:Arachnida	EOG81G5QT	739113.p	34638:002acd	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QT	CUFF.2076.1_Ste	407821:0039e2	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QT	CUFF.2079.1_Ste	407821:0039ec	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QT	ISCW006943-PA	6945:001664	Ixodes scapularis	
6854:Arachnida	EOG81G5QV	tetur17g03280.1	32264:0030be	Tetranychus urticae	
6854:Arachnida	EOG81G5QV	1148779.p	34638:0018c9	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QV	ISCW007344-PA	6945:0017ac	Ixodes scapularis	
6854:Arachnida	EOG81G5QW	tetur04g06220.1	32264:00120d	Tetranychus urticae	
6854:Arachnida	EOG81G5QW	902827.p	34638:000575	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QW	CUFF.61490.1_Ste	407821:0013af	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QW	CUFF.32732.1_Ste	407821:0049bb	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QW	ISCW006792-PA	6945:0015e5	Ixodes scapularis	
6854:Arachnida	EOG81G5QW	ISCW008530-PA	6945:001b96	Ixodes scapularis	
6854:Arachnida	EOG81G5QX	683789.p	34638:003f53	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QX	1156238.p	34638:00401f	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QX	CUFF.38153.1_Ste	407821:0056cd	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QX	ISCW003861-PA	6945:000c6f	Ixodes scapularis	
6854:Arachnida	EOG81G5QX	ISCW009995-PA	6945:002043	Ixodes scapularis	
6854:Arachnida	EOG81G5QX	ISCW012045-PA	6945:0026fc	Ixodes scapularis	
6854:Arachnida	EOG81G5QZ	tetur03g08650.1	32264:000f36	Tetranychus urticae	
6854:Arachnida	EOG81G5QZ	1147744.p	34638:001417	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QZ	1153008.p	34638:002f67	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5QZ	CUFF.30341.1_Ste	407821:0036ad	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5QZ	ISCW023731-PA	6945:004b91	Ixodes scapularis	
6854:Arachnida	EOG81G5R0	tetur09g05740.1	32264:0021b6	Tetranychus urticae	
6854:Arachnida	EOG81G5R0	tetur09g05780.1	32264:0021b9	Tetranychus urticae	
6854:Arachnida	EOG81G5R0	1150971.p	34638:002431	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5R0	ISCW010349-PA	6945:002175	Ixodes scapularis	
6854:Arachnida	EOG81G5R1	tetur07g06840.1	32264:001be9	Tetranychus urticae	
6854:Arachnida	EOG81G5R1	CUFF.74570.2_Ste	407821:0009db	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5R2	900693.p	34638:003e01	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5R2	900695.p	34638:003e02	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5R2	ISCW016771-PA	6945:003603	Ixodes scapularis	
6854:Arachnida	EOG81G5R3	CUFF.15966.1_Ste	407821:001a42	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5R3	ISCW020053-PA	6945:004029	Ixodes scapularis	
6854:Arachnida	EOG81G5R4	CUFF.67362.1_Ste	407821:000e22	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5R4	ISCW018676-PA	6945:003bda	Ixodes scapularis	
6854:Arachnida	EOG81G5R5	tetur02g09540.1	32264:0009e5	Tetranychus urticae	
6854:Arachnida	EOG81G5R5	CUFF.37212.1_Ste	407821:00402b	Stegodyphus mimosarum	
6854:Arachnida	EOG81G5R6	1149585.p	34638:001bc0	Metaseiulus occidentalis	
6854:Arachnida	EOG81G5R6	ISCW011577-PA	6945:002573	Ixodes scapularis	
6854:Arachnida	EOG81K1ZB	tetur38g00020.1	32264:0043e9	Tetranychus urticae	
6854:Arachnida	EOG81K1ZB	1144604.p	34638:000602	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZB	CUFF.45146.2_Ste	407821:003daf	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZB	ISCW022934-PA	6945:00491f	Ixodes scapularis	
6854:Arachnida	EOG81K1ZC	tetur01g09650.1	32264:00039d	Tetranychus urticae	
6854:Arachnida	EOG81K1ZC	tetur01g09720.1	32264:0003a4	Tetranychus urticae	
6854:Arachnida	EOG81K1ZC	988169.p	34638:001df1	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZC	882942.p	34638:003c1f	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZC	882943.p	34638:003c21	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZC	CUFF.18786.1_Ste	407821:000b97	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZC	CUFF.81261.1_Ste	407821:003211	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZD	tetur18g01630.1	32264:0031b7	Tetranychus urticae	
6854:Arachnida	EOG81K1ZD	1148050.p	34638:0015c7	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZD	gene.g35946.t1.1_Ste	407821:000123	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZD	ISCW016228-PA	6945:003451	Ixodes scapularis	
6854:Arachnida	EOG81K1ZF	tetur17g01460.1	32264:003010	Tetranychus urticae	
6854:Arachnida	EOG81K1ZF	tetur17g01470.1	32264:003011	Tetranychus urticae	
6854:Arachnida	EOG81K1ZF	1157947.p	34638:0046ca	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZF	CUFF.40842.1_Ste	407821:00108a	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZF	ISCW013236-PA	6945:002aba	Ixodes scapularis	
6854:Arachnida	EOG81K1ZF	ISCW013238-PA	6945:002abc	Ixodes scapularis	
6854:Arachnida	EOG81K1ZG	tetur13g00890.1	32264:002939	Tetranychus urticae	
6854:Arachnida	EOG81K1ZG	1146389.p	34638:000eb8	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZG	CUFF.42873.1_Ste	407821:0042f8	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZG	ISCW004241-PA	6945:000db0	Ixodes scapularis	
6854:Arachnida	EOG81K1ZH	tetur23g01920.1	32264:003865	Tetranychus urticae	
6854:Arachnida	EOG81K1ZH	tetur28g00940.1	32264:003d1e	Tetranychus urticae	
6854:Arachnida	EOG81K1ZH	1144710.p	34638:000761	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZH	CUFF.54668.2_Ste	407821:0025a8	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZH	gene.g63049.t1.1_Ste	407821:00370a	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZH	CUFF.43986.1_Ste	407821:004d53	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZH	ISCW019599-PA	6945:003ed1	Ixodes scapularis	
6854:Arachnida	EOG81K1ZJ	tetur09g05440.1	32264:002199	Tetranychus urticae	Lipoyl synthase, mitochondrial (2.8.1.8)
6854:Arachnida	EOG81K1ZJ	1148251.p	34638:00171b	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZJ	CUFF.57678.1_Ste	407821:000040	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZJ	ISCW005563-PA	6945:0011f2	Ixodes scapularis	Lipoyl synthase, mitochondrial (2.8.1.8)
6854:Arachnida	EOG81K1ZK	tetur09g01520.1	32264:00201e	Tetranychus urticae	
6854:Arachnida	EOG81K1ZK	1154322.p	34638:0033bd	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZK	CUFF.14212.1_Ste	407821:002d36	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZK	ISCW011749-PA	6945:0025f8	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	tetur03g01560.1	32264:000c9d	Tetranychus urticae	
6854:Arachnida	EOG81K1ZM	1144001.p	34638:0005a0	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZM	1092406.p	34638:001d65	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZM	1152978.p	34638:002f49	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZM	CUFF.69121.1_Ste	407821:0014ba	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZM	ISCW001103-PA	6945:000383	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW001241-PA	6945:0003f7	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW003160-PA	6945:000a2c	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW004132-PA	6945:000d51	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW004905-PA	6945:000fda	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW007953-PA	6945:0019ae	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW007954-PA	6945:0019af	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW011997-PA	6945:0026d0	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW011998-PA	6945:0026d1	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW014319-PA	6945:002e30	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW016385-PA	6945:0034d0	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW020282-PA	6945:0040e2	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW024274-PA	6945:004d6c	Ixodes scapularis	
6854:Arachnida	EOG81K1ZM	ISCW024583-PA	6945:004ea0	Ixodes scapularis	
6854:Arachnida	EOG81K1ZN	tetur11g05390.1	32264:002683	Tetranychus urticae	
6854:Arachnida	EOG81K1ZN	1091795.p	34638:0012c9	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZN	CUFF.23753.2_Ste	407821:0062dd	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZN	ISCW009337-PA	6945:001e28	Ixodes scapularis	
6854:Arachnida	EOG81K1ZP	tetur06g06080.1	32264:00191b	Tetranychus urticae	
6854:Arachnida	EOG81K1ZP	892413.p	34638:001af9	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZP	CUFF.35879.1_Ste	407821:002f15	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZP	ISCW004930-PA	6945:000fef	Ixodes scapularis	
6854:Arachnida	EOG81K1ZQ	tetur29g00060.1	32264:003dd3	Tetranychus urticae	
6854:Arachnida	EOG81K1ZQ	1141345.p	34638:000191	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZQ	CUFF.66383.1_Ste	407821:004215	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZR	tetur08g06980.1	32264:001f0b	Tetranychus urticae	
6854:Arachnida	EOG81K1ZR	1063690.p	34638:000015	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZR	1127499.p	34638:002362	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZR	CUFF.32708.1_Ste	407821:005ce1	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZR	CUFF.1431.1_Ste	407821:0065f8	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZR	ISCW002401-PA	6945:0007b8	Ixodes scapularis	
6854:Arachnida	EOG81K1ZR	ISCW015035-PA	6945:003080	Ixodes scapularis	
6854:Arachnida	EOG81K1ZS	tetur01g01750.1	32264:0000aa	Tetranychus urticae	
6854:Arachnida	EOG81K1ZS	tetur05g06520.1	32264:0015d3	Tetranychus urticae	
6854:Arachnida	EOG81K1ZS	698581.p	34638:003a08	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZS	CUFF.3224.1_Ste	407821:00053f	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZS	CUFF.45010.1_Ste	407821:0052b0	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZS	ISCW015634-PA	6945:00326b	Ixodes scapularis	
6854:Arachnida	EOG81K1ZT	tetur23g01020.1	32264:00380b	Tetranychus urticae	
6854:Arachnida	EOG81K1ZT	1155467.p	34638:003d24	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZT	CUFF.37514.1_Ste	407821:00646f	Stegodyphus mimosarum	
6854:Arachnida	EOG81K1ZT	ISCW005230-PA	6945:0010e3	Ixodes scapularis	
6854:Arachnida	EOG81K1ZT	ISCW012450-PA	6945:002842	Ixodes scapularis	
6854:Arachnida	EOG81K1ZV	tetur08g03650.1	32264:001dc2	Tetranychus urticae	
6854:Arachnida	EOG81K1ZV	1158078.p	34638:0042da	Metaseiulus occidentalis	
6854:Arachnida	EOG81K1ZV	1158079.p	34638:0042db	Metaseiulus occidentalis	
